run_id,date,plant,production_line,machine_id,product_id,shift,planned_minutes,operating_minutes,ideal_cycle_time_seconds,planned_units,actual_units,good_units,scrap_units,rework_units,operator_team
RUN-00591,2025-03-15,West Plant,Line E,M-301,P-100,Day,460.8,423.1,42.0,658.4,590.1,567.9,14.0,8.2,Team C
RUN-00592,2025-03-15,West Plant,Line E,M-302,P-200,Day,420.8,386.5,55.0,459.1,427.4,413.1,8.6,5.8,Team D
RUN-00593,2025-03-16,North Plant,Line A,M-101,P-200,Swing,420.0,366.8,55.0,458.1,395.6,380.6,9.5,5.5,Team C
RUN-00594,2025-03-16,North Plant,Line A,M-102,P-500,Day,493.2,417.9,39.0,758.8,692.6,669.6,13.7,9.3,Team C
RUN-00595,2025-03-16,North Plant,Line B,M-103,P-600,Swing,369.1,346.4,51.0,434.2,380.2,366.1,8.9,5.2,Team A
RUN-00596,2025-03-16,South Plant,Line C,M-201,P-600,Day,431.1,396.0,51.0,507.1,469.0,453.7,9.1,6.2,Team C
RUN-00597,2025-03-16,South Plant,Line C,M-202,P-600,Day,467.1,425.7,51.0,549.6,498.3,479.3,12.0,7.0,Team D
RUN-00598,2025-03-16,South Plant,Line D,M-203,P-200,Day,476.9,434.3,55.0,520.2,488.7,473.1,9.3,6.4,Team C
RUN-00599,2025-03-16,West Plant,Line E,M-301,P-200,Day,421.0,398.5,55.0,459.2,408.7,393.3,9.7,5.7,Team A
RUN-00600,2025-03-16,West Plant,Line E,M-302,P-300,Night,436.9,416.7,36.0,728.2,635.2,611.4,12.7,11.1,Team C
RUN-00601,2025-03-17,North Plant,Line A,M-101,P-400,Day,408.2,366.1,48.0,510.3,461.0,443.5,11.1,6.5,Team B
RUN-00602,2025-03-17,North Plant,Line A,M-102,P-200,Swing,424.6,400.4,55.0,463.1,406.6,393.1,8.0,5.4,Team B
RUN-00603,2025-03-17,North Plant,Line B,M-103,P-400,Swing,432.2,376.2,48.0,540.2,459.2,442.2,10.7,6.3,Team B
RUN-00604,2025-03-17,South Plant,Line C,M-201,P-100,Day,392.7,330.1,42.0,561.1,521.9,504.9,10.1,6.9,Team D
RUN-00605,2025-03-17,South Plant,Line C,M-202,P-400,Day,418.8,390.2,48.0,523.5,476.4,458.3,11.4,6.7,Team C
RUN-00606,2025-03-17,South Plant,Line D,M-203,P-300,Swing,366.2,335.9,36.0,610.4,544.0,526.5,10.4,7.1,Team C
RUN-00607,2025-03-17,West Plant,Line E,M-301,P-500,Night,416.4,382.2,39.0,640.6,532.2,510.1,12.6,9.5,Team A
RUN-00608,2025-03-17,West Plant,Line E,M-302,P-400,Night,402.1,348.2,48.0,502.6,428.6,412.5,8.6,7.5,Team C
RUN-00609,2025-03-18,North Plant,Line A,M-101,P-200,Day,445.6,421.5,55.0,486.1,430.4,414.0,10.3,6.0,Team C
RUN-00610,2025-03-18,North Plant,Line A,M-102,P-100,Day,389.3,361.2,42.0,556.2,506.4,489.6,10.0,6.8,Team B
RUN-00611,2025-03-18,North Plant,Line B,M-103,P-200,Swing,470.0,435.6,55.0,512.7,449.4,432.7,10.5,6.2,Team A
RUN-00612,2025-03-18,South Plant,Line C,M-201,P-100,Night,401.5,366.6,42.0,573.6,502.0,483.6,9.7,8.6,Team D
RUN-00613,2025-03-18,South Plant,Line C,M-202,P-200,Day,514.4,480.3,55.0,561.2,505.3,486.1,12.1,7.1,Team A
RUN-00614,2025-03-18,South Plant,Line D,M-203,P-400,Night,397.3,359.8,48.0,496.7,433.5,417.8,8.3,7.4,Team B
RUN-00615,2025-03-18,West Plant,Line E,M-301,P-300,Night,398.7,381.1,36.0,664.6,569.3,545.7,13.5,10.2,Team D
RUN-00616,2025-03-18,West Plant,Line E,M-302,P-600,Swing,389.5,339.2,51.0,458.2,402.8,389.3,8.1,5.4,Team A
RUN-00617,2025-03-19,North Plant,Line A,M-101,P-600,Day,365.7,340.5,51.0,430.2,392.1,377.2,9.4,5.5,Team D
RUN-00618,2025-03-19,North Plant,Line A,M-102,P-100,Swing,370.8,319.8,42.0,529.7,472.3,456.7,9.3,6.3,Team C
RUN-00619,2025-03-19,North Plant,Line B,M-103,P-200,Night,416.2,382.4,55.0,454.0,388.2,372.3,9.1,6.9,Team B
RUN-00620,2025-03-19,South Plant,Line C,M-201,P-300,Swing,384.4,335.4,36.0,640.7,573.9,555.2,11.1,7.6,Team C
RUN-00621,2025-03-19,South Plant,Line C,M-202,P-400,Day,440.9,394.4,48.0,551.1,489.7,471.1,11.8,6.9,Team A
RUN-00622,2025-03-19,South Plant,Line D,M-203,P-500,Day,383.9,354.2,39.0,590.6,540.4,523.0,10.3,7.0,Team A
RUN-00623,2025-03-19,West Plant,Line E,M-301,P-100,Night,401.0,338.9,42.0,572.9,475.9,456.2,11.3,8.5,Team B
RUN-00624,2025-03-19,West Plant,Line E,M-302,P-400,Swing,518.9,484.2,48.0,648.6,562.4,543.5,11.3,7.6,Team D
RUN-00625,2025-03-20,North Plant,Line A,M-101,P-100,Day,437.4,370.8,42.0,624.9,570.4,548.7,13.7,8.0,Team B
RUN-00626,2025-03-20,North Plant,Line A,M-102,P-300,Night,357.2,336.8,36.0,595.3,521.2,501.9,10.3,9.0,Team C
RUN-00627,2025-03-20,North Plant,Line B,M-103,P-300,Day,351.0,300.0,36.0,585.0,523.8,504.4,12.3,7.2,Team A
RUN-00628,2025-03-20,South Plant,Line C,M-201,P-300,Day,429.2,407.7,36.0,715.3,650.2,629.0,12.6,8.6,Team B
RUN-00629,2025-03-20,South Plant,Line C,M-202,P-500,Day,383.8,355.3,39.0,590.4,520.5,500.7,12.5,7.3,Team D
RUN-00630,2025-03-20,South Plant,Line D,M-203,P-100,Swing,457.5,388.5,42.0,653.6,576.0,557.5,11.0,7.5,Team C
RUN-00631,2025-03-20,West Plant,Line E,M-301,P-200,Swing,393.7,377.3,55.0,429.5,373.5,359.5,8.9,5.2,Team D
RUN-00632,2025-03-20,West Plant,Line E,M-302,P-300,Swing,451.2,379.3,36.0,752.1,660.4,638.3,13.2,8.9,Team A
RUN-00633,2025-03-21,North Plant,Line A,M-101,P-400,Swing,425.3,366.1,48.0,531.6,456.8,439.4,11.0,6.4,Team D
RUN-00634,2025-03-21,North Plant,Line A,M-102,P-600,Day,484.6,415.4,51.0,570.2,533.7,516.1,10.5,7.1,Team A
RUN-00635,2025-03-21,North Plant,Line B,M-103,P-200,Day,413.9,382.4,55.0,451.5,407.6,392.5,9.5,5.6,Team A
RUN-00636,2025-03-21,South Plant,Line C,M-201,P-500,Swing,447.5,384.2,39.0,688.5,602.2,582.6,11.7,7.9,Team B
RUN-00637,2025-03-21,South Plant,Line C,M-202,P-400,Night,436.5,400.7,48.0,545.6,467.3,447.6,11.2,8.4,Team D
RUN-00638,2025-03-21,South Plant,Line D,M-203,P-600,Night,422.1,360.1,51.0,496.6,426.4,411.1,8.1,7.3,Team B
RUN-00639,2025-03-21,West Plant,Line E,M-301,P-400,Day,462.6,421.4,48.0,578.3,525.1,505.4,12.5,7.3,Team B
RUN-00640,2025-03-21,West Plant,Line E,M-302,P-600,Day,388.3,339.3,51.0,456.8,411.5,397.7,8.3,5.6,Team C
RUN-00641,2025-03-22,North Plant,Line A,M-101,P-600,Day,453.4,418.7,51.0,533.4,482.3,464.0,11.6,6.8,Team B
RUN-00642,2025-03-22,North Plant,Line A,M-102,P-500,Day,383.6,352.1,39.0,590.2,537.6,519.9,10.6,7.2,Team D
RUN-00643,2025-03-22,North Plant,Line B,M-103,P-200,Swing,520.0,443.0,55.0,567.3,491.3,473.1,11.5,6.7,Team B
RUN-00644,2025-03-22,South Plant,Line C,M-201,P-100,Day,441.9,390.0,42.0,631.2,579.2,560.4,11.2,7.6,Team A
RUN-00645,2025-03-22,South Plant,Line C,M-202,P-400,Day,385.0,337.2,48.0,481.2,437.9,421.2,10.5,6.1,Team D
RUN-00646,2025-03-22,South Plant,Line D,M-203,P-600,Day,447.5,423.2,51.0,526.5,495.2,479.3,9.4,6.5,Team C
RUN-00647,2025-03-22,West Plant,Line E,M-301,P-100,Swing,454.5,408.5,42.0,649.3,554.6,533.8,13.2,7.7,Team D
RUN-00648,2025-03-22,West Plant,Line E,M-302,P-200,Day,360.1,326.9,55.0,392.8,358.2,346.2,7.2,4.8,Team D
RUN-00649,2025-03-23,North Plant,Line A,M-101,P-100,Day,380.8,341.6,42.0,543.9,478.1,460.0,11.5,6.7,Team A
RUN-00650,2025-03-23,North Plant,Line A,M-102,P-100,Day,387.1,369.4,42.0,553.0,515.6,498.6,10.2,6.9,Team A
RUN-00651,2025-03-23,North Plant,Line B,M-103,P-600,Day,367.9,340.4,51.0,432.9,392.2,377.6,9.2,5.4,Team D
RUN-00652,2025-03-23,South Plant,Line C,M-201,P-400,Swing,466.5,410.0,48.0,583.2,519.4,502.5,10.1,6.9,Team D
RUN-00653,2025-03-23,South Plant,Line C,M-202,P-400,Day,439.2,373.9,48.0,549.0,486.6,468.2,11.7,6.8,Team C
RUN-00654,2025-03-23,South Plant,Line D,M-203,P-600,Day,417.5,355.3,51.0,491.2,454.9,440.3,8.7,5.9,Team C
RUN-00655,2025-03-23,West Plant,Line E,M-301,P-300,Swing,367.3,330.2,36.0,612.2,529.6,509.7,12.6,7.3,Team B
RUN-00656,2025-03-23,West Plant,Line E,M-302,P-100,Swing,423.4,380.0,42.0,604.9,534.1,516.1,10.7,7.2,Team D
RUN-00657,2025-03-24,North Plant,Line A,M-101,P-100,Day,383.4,368.1,42.0,547.7,485.1,466.7,11.6,6.8,Team D
RUN-00658,2025-03-24,North Plant,Line A,M-102,P-300,Swing,361.9,330.0,36.0,603.1,524.2,506.8,10.3,7.0,Team A
RUN-00659,2025-03-24,North Plant,Line B,M-103,P-100,Day,400.6,366.2,42.0,572.3,516.5,497.3,12.1,7.1,Team D
RUN-00660,2025-03-24,South Plant,Line C,M-201,P-300,Day,373.9,317.9,36.0,623.2,567.6,549.1,11.0,7.5,Team A
RUN-00661,2025-03-24,South Plant,Line C,M-202,P-200,Day,439.4,411.4,55.0,479.4,432.5,416.0,10.4,6.1,Team A
RUN-00662,2025-03-24,South Plant,Line D,M-203,P-200,Swing,427.4,385.0,55.0,466.3,422.2,408.6,8.0,5.5,Team D
RUN-00663,2025-03-24,West Plant,Line E,M-301,P-100,Day,405.2,352.2,42.0,578.8,509.4,490.3,12.1,7.1,Team D
RUN-00664,2025-03-24,West Plant,Line E,M-302,P-200,Day,406.5,355.7,55.0,443.5,413.9,400.0,8.3,5.6,Team B
RUN-00665,2025-03-25,North Plant,Line A,M-101,P-200,Swing,400.4,341.3,55.0,436.8,370.2,356.1,8.9,5.2,Team B
RUN-00666,2025-03-25,North Plant,Line A,M-102,P-300,Swing,387.3,361.3,36.0,645.4,574.1,555.1,11.3,7.7,Team C
RUN-00667,2025-03-25,North Plant,Line B,M-103,P-600,Day,343.3,301.9,51.0,403.9,357.0,343.7,8.3,4.9,Team A
RUN-00668,2025-03-25,South Plant,Line C,M-201,P-200,Swing,404.0,372.2,55.0,440.7,391.7,378.9,7.6,5.2,Team B
RUN-00669,2025-03-25,South Plant,Line C,M-202,P-600,Swing,390.4,355.9,51.0,459.3,396.1,381.1,9.5,5.5,Team B
RUN-00670,2025-03-25,South Plant,Line D,M-203,P-500,Day,378.9,324.4,39.0,582.9,544.8,527.3,10.4,7.1,Team B
RUN-00671,2025-03-25,West Plant,Line E,M-301,P-100,Swing,396.7,341.0,42.0,566.7,495.7,477.1,11.8,6.9,Team D
RUN-00672,2025-03-25,West Plant,Line E,M-302,P-500,Swing,426.1,381.2,39.0,655.5,588.6,568.9,11.8,8.0,Team B
RUN-00673,2025-03-26,North Plant,Line A,M-101,P-100,Night,520.0,471.5,42.0,742.9,636.3,609.6,15.3,11.5,Team B
RUN-00674,2025-03-26,North Plant,Line A,M-102,P-400,Day,402.2,359.1,48.0,502.8,472.2,456.6,9.3,6.3,Team C
RUN-00675,2025-03-26,North Plant,Line B,M-103,P-600,Day,463.5,390.9,51.0,545.3,500.7,482.1,11.7,6.9,Team A
RUN-00676,2025-03-26,South Plant,Line C,M-201,P-600,Swing,451.0,416.2,51.0,530.5,464.4,449.2,9.0,6.1,Team D
RUN-00677,2025-03-26,South Plant,Line C,M-202,P-600,Swing,456.4,433.1,51.0,536.9,462.0,444.4,11.1,6.5,Team A
RUN-00678,2025-03-26,South Plant,Line D,M-203,P-500,Night,409.5,368.9,39.0,630.1,545.4,525.7,10.4,9.3,Team D
RUN-00679,2025-03-26,West Plant,Line E,M-301,P-500,Day,422.2,357.4,39.0,649.6,583.2,561.3,13.8,8.1,Team C
RUN-00680,2025-03-26,West Plant,Line E,M-302,P-400,Day,354.9,300.5,48.0,443.6,412.5,398.6,8.3,5.6,Team A
RUN-00681,2025-03-27,North Plant,Line A,M-101,P-200,Night,361.3,320.9,55.0,394.1,334.0,320.0,8.0,6.0,Team D
RUN-00682,2025-03-27,North Plant,Line A,M-102,P-300,Day,383.3,364.5,36.0,638.9,598.4,578.6,11.8,8.0,Team C
RUN-00683,2025-03-27,North Plant,Line B,M-103,P-500,Night,406.2,353.3,39.0,624.9,540.3,518.1,12.6,9.6,Team C
RUN-00684,2025-03-27,South Plant,Line C,M-201,P-100,Day,379.2,318.9,42.0,541.7,497.9,481.6,9.7,6.6,Team C
RUN-00685,2025-03-27,South Plant,Line C,M-202,P-200,Swing,382.9,338.3,55.0,417.7,352.3,338.9,8.5,4.9,Team B
RUN-00686,2025-03-27,South Plant,Line D,M-203,P-100,Night,432.1,380.0,42.0,617.3,545.5,525.8,10.4,9.3,Team B
RUN-00687,2025-03-27,West Plant,Line E,M-301,P-100,Night,396.6,334.9,42.0,566.6,468.8,449.4,11.1,8.4,Team C
RUN-00688,2025-03-27,West Plant,Line E,M-302,P-400,Night,381.4,321.3,48.0,476.7,419.2,403.4,8.4,7.3,Team D
RUN-00689,2025-03-28,North Plant,Line A,M-101,P-200,Night,393.2,343.9,55.0,429.0,353.9,339.1,8.5,6.4,Team B
RUN-00690,2025-03-28,North Plant,Line A,M-102,P-100,Night,358.0,314.1,42.0,511.5,440.4,424.1,8.7,7.6,Team D
RUN-00691,2025-03-28,North Plant,Line B,M-103,P-500,Night,378.1,336.2,39.0,581.7,494.2,473.9,11.6,8.7,Team B
RUN-00692,2025-03-28,South Plant,Line C,M-201,P-500,Swing,345.7,329.0,39.0,531.8,480.9,465.2,9.3,6.3,Team B
RUN-00693,2025-03-28,South Plant,Line C,M-202,P-200,Swing,462.1,419.4,55.0,504.1,439.3,422.6,10.5,6.1,Team B
RUN-00694,2025-03-28,South Plant,Line D,M-203,P-200,Swing,405.3,350.6,55.0,442.2,398.7,385.9,7.6,5.2,Team C
RUN-00695,2025-03-28,West Plant,Line E,M-301,P-200,Swing,418.4,382.1,55.0,456.4,399.3,384.3,9.5,5.5,Team C
RUN-00696,2025-03-28,West Plant,Line E,M-302,P-400,Day,375.8,333.3,48.0,469.7,436.2,421.6,8.7,5.9,Team D
RUN-00697,2025-03-29,North Plant,Line A,M-101,P-600,Night,469.1,430.4,51.0,551.9,455.3,436.1,10.9,8.2,Team B
RUN-00698,2025-03-29,North Plant,Line A,M-102,P-100,Swing,520.0,479.3,42.0,742.9,666.7,644.6,13.1,8.9,Team C
RUN-00699,2025-03-29,North Plant,Line B,M-103,P-400,Day,451.7,432.1,48.0,564.6,518.7,499.5,12.1,7.1,Team D
RUN-00700,2025-03-29,South Plant,Line C,M-201,P-600,Night,368.8,333.9,51.0,433.9,373.0,359.4,7.2,6.4,Team D
RUN-00701,2025-03-29,South Plant,Line C,M-202,P-400,Night,497.0,440.2,48.0,621.3,514.8,493.1,12.4,9.3,Team C
RUN-00702,2025-03-29,South Plant,Line D,M-203,P-600,Swing,464.2,436.6,51.0,546.2,480.6,465.2,9.2,6.3,Team B
RUN-00703,2025-03-29,West Plant,Line E,M-301,P-300,Swing,418.5,359.8,36.0,697.5,600.7,578.2,14.3,8.3,Team A
RUN-00704,2025-03-29,West Plant,Line E,M-302,P-200,Swing,478.5,410.8,55.0,522.0,462.7,447.1,9.3,6.3,Team D
RUN-00705,2025-03-30,North Plant,Line A,M-101,P-300,Day,450.9,390.9,36.0,751.5,682.9,656.9,16.4,9.6,Team D
RUN-00706,2025-03-30,North Plant,Line A,M-102,P-400,Day,439.7,375.4,48.0,549.6,517.2,500.1,10.2,6.9,Team B
RUN-00707,2025-03-30,North Plant,Line B,M-103,P-300,Night,457.5,412.8,36.0,762.4,642.2,615.9,15.0,11.4,Team D
RUN-00708,2025-03-30,South Plant,Line C,M-201,P-100,Day,367.6,336.3,42.0,525.2,494.6,478.5,9.6,6.5,Team D
RUN-00709,2025-03-30,South Plant,Line C,M-202,P-400,Swing,420.7,362.7,48.0,525.9,459.5,442.1,11.0,6.4,Team C
RUN-00710,2025-03-30,South Plant,Line D,M-203,P-200,Night,455.0,427.9,55.0,496.3,433.7,418.1,8.3,7.4,Team D
RUN-00711,2025-03-30,West Plant,Line E,M-301,P-200,Day,410.5,366.8,55.0,447.8,398.7,383.7,9.5,5.5,Team D
RUN-00712,2025-03-30,West Plant,Line E,M-302,P-400,Day,477.6,443.9,48.0,597.0,543.3,525.0,10.9,7.3,Team B
RUN-00713,2025-03-31,North Plant,Line A,M-101,P-100,Day,443.8,411.3,42.0,634.0,564.9,543.4,13.6,7.9,Team D
RUN-00714,2025-03-31,North Plant,Line A,M-102,P-600,Night,426.5,398.1,51.0,501.7,435.3,419.1,8.6,7.6,Team D
RUN-00715,2025-03-31,North Plant,Line B,M-103,P-300,Day,378.5,321.9,36.0,630.9,575.4,554.0,13.5,7.9,Team D
RUN-00716,2025-03-31,South Plant,Line C,M-201,P-300,Day,434.3,379.7,36.0,723.8,668.3,646.6,13.0,8.8,Team D
RUN-00717,2025-03-31,South Plant,Line C,M-202,P-100,Day,446.3,375.1,42.0,637.5,580.5,558.4,13.9,8.1,Team C
RUN-00718,2025-03-31,South Plant,Line D,M-203,P-200,Day,383.2,352.0,55.0,418.0,384.0,371.7,7.3,5.0,Team A
RUN-00719,2025-03-31,West Plant,Line E,M-301,P-400,Day,415.5,383.7,48.0,519.4,468.1,450.5,11.1,6.5,Team C
RUN-00720,2025-03-31,West Plant,Line E,M-302,P-300,Day,438.9,401.4,36.0,731.4,685.0,662.0,13.7,9.3,Team A
RUN-00721,2025-04-01,North Plant,Line A,M-101,P-500,Day,387.4,351.5,39.0,596.1,536.9,516.5,12.9,7.5,Team B
RUN-00722,2025-04-01,North Plant,Line A,M-102,P-200,Night,409.3,349.1,55.0,446.6,382.7,368.4,7.6,6.6,Team C
RUN-00723,2025-04-01,North Plant,Line B,M-103,P-400,Night,442.7,375.2,48.0,553.4,470.7,451.4,11.0,8.3,Team C
RUN-00724,2025-04-01,South Plant,Line C,M-201,P-100,Night,457.1,399.1,42.0,653.0,569.5,548.7,11.1,9.8,Team A
RUN-00725,2025-04-01,South Plant,Line C,M-202,P-100,Day,386.9,360.1,42.0,552.8,485.5,467.0,11.7,6.8,Team D
RUN-00726,2025-04-01,South Plant,Line D,M-203,P-200,Day,475.3,416.2,55.0,518.5,488.6,472.9,9.3,6.4,Team B
RUN-00727,2025-04-01,West Plant,Line E,M-301,P-600,Day,454.0,385.9,51.0,534.2,475.6,457.8,11.3,6.6,Team B
RUN-00728,2025-04-01,West Plant,Line E,M-302,P-600,Day,418.2,362.0,51.0,492.0,443.9,429.0,8.9,6.0,Team B
RUN-00729,2025-04-02,North Plant,Line A,M-101,P-300,Night,442.3,393.8,36.0,737.2,614.1,588.3,14.7,11.1,Team D
RUN-00730,2025-04-02,North Plant,Line A,M-102,P-300,Day,417.5,368.8,36.0,695.9,643.7,622.4,12.7,8.6,Team A
RUN-00731,2025-04-02,North Plant,Line B,M-103,P-500,Swing,388.0,366.8,39.0,596.9,522.6,503.2,12.2,7.2,Team B
RUN-00732,2025-04-02,South Plant,Line C,M-201,P-600,Day,437.9,406.6,51.0,515.2,468.1,452.8,9.1,6.2,Team C
RUN-00733,2025-04-02,South Plant,Line C,M-202,P-600,Day,349.0,297.1,51.0,410.6,362.6,348.8,8.7,5.1,Team B
RUN-00734,2025-04-02,South Plant,Line D,M-203,P-300,Day,478.3,404.0,36.0,797.2,736.9,713.2,14.1,9.6,Team D
RUN-00735,2025-04-02,West Plant,Line E,M-301,P-400,Swing,451.5,402.2,48.0,564.3,491.4,472.9,11.7,6.8,Team A
RUN-00736,2025-04-02,West Plant,Line E,M-302,P-400,Day,401.5,379.8,48.0,501.8,459.8,444.3,9.2,6.2,Team A
RUN-00737,2025-04-03,North Plant,Line A,M-101,P-300,Day,467.7,401.4,36.0,779.4,684.8,658.8,16.4,9.6,Team C
RUN-00738,2025-04-03,North Plant,Line A,M-102,P-200,Day,394.9,372.8,55.0,430.8,401.0,387.8,7.9,5.4,Team C
RUN-00739,2025-04-03,North Plant,Line B,M-103,P-600,Night,421.9,396.5,51.0,496.3,426.7,409.1,10.0,7.6,Team D
RUN-00740,2025-04-03,South Plant,Line C,M-201,P-300,Swing,467.6,428.6,36.0,779.4,692.3,669.7,13.4,9.1,Team D
RUN-00741,2025-04-03,South Plant,Line C,M-202,P-500,Swing,409.5,383.2,39.0,629.9,548.5,527.7,13.2,7.7,Team D
RUN-00742,2025-04-03,South Plant,Line D,M-203,P-400,Night,486.6,463.4,48.0,608.2,537.3,517.9,10.3,9.2,Team A
RUN-00743,2025-04-03,West Plant,Line E,M-301,P-300,Night,476.9,456.4,36.0,794.9,662.1,634.5,15.7,11.8,Team C
RUN-00744,2025-04-03,West Plant,Line E,M-302,P-300,Day,430.3,372.3,36.0,717.1,657.3,635.2,13.2,8.9,Team C
RUN-00745,2025-04-04,North Plant,Line A,M-101,P-100,Day,410.7,380.3,42.0,586.7,516.1,496.5,12.4,7.2,Team D
RUN-00746,2025-04-04,North Plant,Line A,M-102,P-600,Day,436.1,370.8,51.0,513.1,467.3,451.8,9.2,6.3,Team D
RUN-00747,2025-04-04,North Plant,Line B,M-103,P-500,Swing,420.4,370.5,39.0,646.7,558.7,538.0,13.1,7.7,Team B
RUN-00748,2025-04-04,South Plant,Line C,M-201,P-200,Day,441.1,422.8,55.0,481.2,439.2,424.9,8.5,5.8,Team B
RUN-00749,2025-04-04,South Plant,Line C,M-202,P-300,Day,378.1,353.5,36.0,630.2,553.6,532.6,13.3,7.8,Team A
RUN-00750,2025-04-04,South Plant,Line D,M-203,P-200,Swing,442.5,421.6,55.0,482.7,433.0,419.1,8.3,5.6,Team B
RUN-00751,2025-04-04,West Plant,Line E,M-301,P-300,Night,371.5,334.0,36.0,619.2,529.0,507.0,12.6,9.5,Team C
RUN-00752,2025-04-04,West Plant,Line E,M-302,P-400,Swing,416.6,354.2,48.0,520.7,468.3,452.6,9.4,6.3,Team A
RUN-00753,2025-04-05,North Plant,Line A,M-101,P-200,Night,392.0,373.0,55.0,427.7,360.5,345.3,8.7,6.5,Team D
RUN-00754,2025-04-05,North Plant,Line A,M-102,P-400,Night,384.3,333.1,48.0,480.4,420.3,404.7,8.3,7.3,Team A
RUN-00755,2025-04-05,North Plant,Line B,M-103,P-100,Day,412.9,379.2,42.0,589.8,532.4,512.7,12.5,7.3,Team A
RUN-00756,2025-04-05,South Plant,Line C,M-201,P-300,Swing,446.7,376.1,36.0,744.5,655.9,634.5,12.7,8.7,Team D
RUN-00757,2025-04-05,South Plant,Line C,M-202,P-100,Day,450.8,387.2,42.0,644.0,564.8,543.4,13.6,7.9,Team B
RUN-00758,2025-04-05,South Plant,Line D,M-203,P-500,Swing,447.9,406.7,39.0,689.0,622.3,602.3,11.9,8.1,Team C
RUN-00759,2025-04-05,West Plant,Line E,M-301,P-600,Day,429.1,380.6,51.0,504.9,451.7,434.7,10.7,6.3,Team C
RUN-00760,2025-04-05,West Plant,Line E,M-302,P-100,Swing,448.1,417.7,42.0,640.1,572.9,553.6,11.5,7.8,Team B
RUN-00761,2025-04-06,North Plant,Line A,M-101,P-100,Swing,400.5,362.6,42.0,572.1,496.2,477.4,11.9,6.9,Team C
RUN-00762,2025-04-06,North Plant,Line A,M-102,P-100,Day,389.7,349.6,42.0,556.7,516.0,498.9,10.2,6.9,Team B
RUN-00763,2025-04-06,North Plant,Line B,M-103,P-500,Swing,353.3,315.4,39.0,543.6,466.3,449.0,10.9,6.4,Team B
RUN-00764,2025-04-06,South Plant,Line C,M-201,P-600,Swing,394.7,363.9,51.0,464.4,409.3,395.9,7.9,5.4,Team A
RUN-00765,2025-04-06,South Plant,Line C,M-202,P-400,Swing,412.0,381.0,48.0,515.1,446.9,429.9,10.7,6.3,Team C
RUN-00766,2025-04-06,South Plant,Line D,M-203,P-100,Day,450.4,398.1,42.0,643.4,592.2,573.1,11.3,7.7,Team B
RUN-00767,2025-04-06,West Plant,Line E,M-301,P-300,Day,457.0,407.9,36.0,761.6,691.8,665.8,16.4,9.6,Team C
RUN-00768,2025-04-06,West Plant,Line E,M-302,P-300,Swing,366.2,337.4,36.0,610.4,528.5,510.7,10.6,7.2,Team A
RUN-00769,2025-04-07,North Plant,Line A,M-101,P-200,Day,383.7,334.2,55.0,418.6,375.5,361.2,9.0,5.3,Team D
RUN-00770,2025-04-07,North Plant,Line A,M-102,P-500,Swing,345.9,295.2,39.0,532.2,465.8,450.3,9.2,6.2,Team B
RUN-00771,2025-04-07,North Plant,Line B,M-103,P-400,Day,406.8,388.3,48.0,508.5,448.6,432.0,10.5,6.1,Team D
RUN-00772,2025-04-07,South Plant,Line C,M-201,P-500,Day,481.9,446.1,39.0,741.5,697.8,675.0,13.5,9.2,Team B
RUN-00773,2025-04-07,South Plant,Line C,M-202,P-200,Swing,444.8,419.0,55.0,485.2,425.4,409.2,10.2,6.0,Team D
RUN-00774,2025-04-07,South Plant,Line D,M-203,P-300,Night,407.2,367.3,36.0,678.7,597.3,575.7,11.4,10.2,Team B
RUN-00775,2025-04-07,West Plant,Line E,M-301,P-600,Swing,315.0,279.7,51.0,370.6,317.0,305.0,7.5,4.4,Team D
RUN-00776,2025-04-07,West Plant,Line E,M-302,P-400,Day,430.7,398.2,48.0,538.4,500.9,484.1,10.1,6.8,Team A
RUN-00777,2025-04-08,North Plant,Line A,M-101,P-100,Swing,403.0,381.2,42.0,575.8,501.2,482.2,12.0,7.0,Team B
RUN-00778,2025-04-08,North Plant,Line A,M-102,P-500,Swing,408.0,385.1,39.0,627.7,555.5,537.1,11.0,7.4,Team D
RUN-00779,2025-04-08,North Plant,Line B,M-103,P-400,Day,406.8,368.3,48.0,508.5,458.3,441.3,10.7,6.3,Team B
RUN-00780,2025-04-08,South Plant,Line C,M-201,P-500,Swing,375.0,330.6,39.0,576.9,520.7,503.7,10.1,6.9,Team B
RUN-00781,2025-04-08,South Plant,Line C,M-202,P-100,Night,477.2,448.3,42.0,681.8,574.9,550.8,13.8,10.3,Team A
RUN-00782,2025-04-08,South Plant,Line D,M-203,P-100,Day,413.2,372.4,42.0,590.3,550.2,532.5,10.5,7.2,Team D
RUN-00783,2025-04-08,West Plant,Line E,M-301,P-400,Day,423.4,388.7,48.0,529.3,471.8,454.1,11.2,6.5,Team B
RUN-00784,2025-04-08,West Plant,Line E,M-302,P-500,Swing,387.6,334.4,39.0,596.3,519.6,502.1,10.4,7.0,Team A
RUN-00785,2025-04-09,North Plant,Line A,M-101,P-500,Swing,423.7,360.5,39.0,651.8,553.6,532.6,13.3,7.8,Team A
RUN-00786,2025-04-09,North Plant,Line A,M-102,P-600,Night,435.8,415.5,51.0,512.7,453.3,436.5,9.0,7.9,Team B
RUN-00787,2025-04-09,North Plant,Line B,M-103,P-100,Swing,351.4,335.1,42.0,502.0,442.9,426.5,10.4,6.1,Team A
